name,pid,num_tracks,num_holdouts,holdout_ratio
My Music,1002152,16,16,1.0
CRY BABY,1002157,38,38,1.0
League,1002162,10,10,1.0
Riding,1002163,39,39,1.0
Workout mix ,1002171,46,46,1.0
chilled,1002174,49,49,1.0
X-Mas,1002178,30,30,1.0
Happy,1002180,22,22,1.0
depressed,1002181,36,36,1.0
SHRED,1002182,21,21,1.0
Disney,1002184,46,46,1.0
Spooky,1002187,45,45,1.0
workout,1002189,38,38,1.0
👌🏼👌🏼,1002197,33,33,1.0
•••,1002199,12,12,1.0
epic.,1002204,37,37,1.0
Sunshine,1002206,19,19,1.0
Frat,1002216,42,42,1.0
weekend,1002217,37,37,1.0
NOW,1002218,48,48,1.0
chilling,1002219,47,47,1.0
BG,1002222,37,37,1.0
morning vibes ,1002226,37,37,1.0
Pre-Ceremony,1002228,10,10,1.0
Classy,1002229,44,44,1.0
Everything ,1002230,34,34,1.0
party jams,1002231,17,17,1.0
My vibes,1002233,17,17,1.0
Anna,1002234,16,16,1.0
Old school,1002238,41,41,1.0
Oldies,1002239,45,45,1.0
Summer '17,1002244,29,29,1.0
work out,1002254,35,35,1.0
sleep,1002256,13,13,1.0
Disney,1002258,47,47,1.0
party,1002259,13,13,1.0
Winter 2017,1002263,24,24,1.0
litty titty,1002267,46,46,1.0
old but gold,1002269,19,19,1.0
pregame,1002270,41,41,1.0
Erin!!,1002274,17,17,1.0
GLITTER,1002275,12,12,1.0
A$AP,1002276,20,20,1.0
My House,1002279,12,12,1.0
Zumba,1002280,43,43,1.0
upbeat,1002282,31,31,1.0
WoRkIn OuT,1002283,47,47,1.0
Splash!,1002284,38,38,1.0
Rehearsal Dinner,1002285,31,31,1.0
beautiful,1002286,17,17,1.0
winter,1002291,22,22,1.0
Luke,1002294,11,11,1.0
workout,1002299,20,20,1.0
New Beginnings,1002301,10,10,1.0
upbeat,1002302,25,25,1.0
pre game,1002304,36,36,1.0
chill vibes,1002305,48,48,1.0
RAGE,1002306,29,29,1.0
maggie,1002307,12,12,1.0
Lax,1002311,15,15,1.0
GUARDIANS,1002314,26,26,1.0
uplifting ,1002315,21,21,1.0
The Worst,1002320,28,28,1.0
Raindrops,1002321,33,33,1.0
feels,1002328,37,37,1.0
molly,1002340,40,40,1.0
Almost,1002341,22,22,1.0
breathe,1002353,32,32,1.0
🔥🔥🔥,1002358,38,38,1.0
Guilty Pleasures,1002361,35,35,1.0
Work out,1002366,38,38,1.0
neww,1002369,25,25,1.0
Yasssss,1002370,45,45,1.0
childhood,1002372,19,19,1.0
throwback,1002374,17,17,1.0
california ,1002380,27,27,1.0
Top Hits,1002382,14,14,1.0
throwback,1002390,48,48,1.0
Jesus Music,1002392,48,48,1.0
Fun,1002397,30,30,1.0
Myself,1002407,27,27,1.0
Classic House,1002409,20,20,1.0
workout,1002410,24,24,1.0
reggeton,1002411,37,37,1.0
december,1002413,28,28,1.0
Sunday morning ,1002414,23,23,1.0
Dope Music,1002418,43,43,1.0
summer feels,1002421,40,40,1.0
Good Ole Days,1002422,46,46,1.0
All Sons & Daughters,1002426,50,50,1.0
derp,1002427,34,34,1.0
Dance,1002430,19,19,1.0
for megan,1002431,13,13,1.0
Workout,1002433,21,21,1.0
Glory,1002434,44,44,1.0
lowkey,1002438,37,37,1.0
retro,1002439,15,15,1.0
alexis,1002442,31,31,1.0
christmas 2015,1002444,39,39,1.0
groovy ,1002446,17,17,1.0
Em,1002449,28,28,1.0
Yup,1002451,16,16,1.0
Love songs,1002453,33,33,1.0
8th grade,1002454,28,28,1.0
😋😋,1002455,39,39,1.0
SAD,1002456,10,10,1.0
Party Jams,1002457,18,18,1.0
adoration,1002461,31,31,1.0
my favorites,1002464,33,33,1.0
Workout,1002466,17,17,1.0
Christmas🎄,1002472,21,21,1.0
Work it,1002477,15,15,1.0
autumn.,1002479,27,27,1.0
Flowers,1002482,39,39,1.0
Writing,1002484,26,26,1.0
hood ,1002486,43,43,1.0
Drinking Music,1002491,50,50,1.0
chill out,1002493,34,34,1.0
rap,1002495,44,44,1.0
remixes!!,1002497,41,41,1.0
Guilty Pleasures,1002501,47,47,1.0
kelsey,1002502,12,12,1.0
Mello,1002503,42,42,1.0
2000s rock,1002512,26,26,1.0
gym music,1002513,18,18,1.0
Wanted,1002516,18,18,1.0
Party,1002517,28,28,1.0
new favs,1002519,19,19,1.0
emo songs,1002522,20,20,1.0
Hotline Miami,1002523,17,17,1.0
Fall 2012,1002524,37,37,1.0
My Jam,1002525,25,25,1.0
Descendants,1002528,17,17,1.0
dope,1002530,29,29,1.0
Turn Up ,1002531,25,25,1.0
Jams,1002537,38,38,1.0
Hurricane,1002538,27,27,1.0
electric,1002539,22,22,1.0
music,1002544,44,44,1.0
Boner jamz,1002547,40,40,1.0
Your Perfect Running Mix,1002549,20,20,1.0
pregame ,1002550,39,39,1.0
pool,1002551,22,22,1.0
Alright,1002553,34,34,1.0
September 2015,1002557,30,30,1.0
Pumped,1002559,13,13,1.0
killin it,1002560,40,40,1.0
Bounce,1002564,30,30,1.0
Rnb,1002567,35,35,1.0
korea,1002568,49,49,1.0
Relaxing,1002570,30,30,1.0
Rap,1002574,32,32,1.0
dub,1002576,19,19,1.0
studious,1002578,24,24,1.0
HAPPY,1002579,16,16,1.0
Chillin,1002581,19,19,1.0
old,1002582,36,36,1.0
JAMS.,1002585,32,32,1.0
Selena Gomez,1002589,14,14,1.0
march 16,1002590,18,18,1.0
yellow,1002594,38,38,1.0
Warped Tour,1002598,29,29,1.0
SEXY MUSIC,1002599,10,10,1.0
Holidays,1002600,17,17,1.0
mixtape_3,1002601,13,13,1.0
It's a trap!,1002603,23,23,1.0
March ,1002604,26,26,1.0
worship,1002606,16,16,1.0
90's,1002607,25,25,1.0
Movie,1002611,34,34,1.0
me,1002613,21,21,1.0
deep,1002616,32,32,1.0
transitions,1002617,39,39,1.0
Good Stuff,1002626,34,34,1.0
Turn up,1002627,15,15,1.0
Liked,1002628,23,23,1.0
Party,1000000,75,70,0.9333333333333333
school,1000016,78,73,0.9358974358974359
Modern Music,1000020,68,63,0.9264705882352942
lit 2.0,1000023,54,49,0.9074074074074074
bbq,1000040,76,71,0.9342105263157895
Classic Jams,1000049,65,60,0.9230769230769231
dank,1000052,80,75,0.9375
Dance,1000068,62,57,0.9193548387096774
Pop Playlist,1000082,54,49,0.9074074074074074
Oldies,1000084,53,48,0.9056603773584906
windows down,1000092,55,50,0.9090909090909091
august 2017,1000094,62,57,0.9193548387096774
clasic rock,1000095,58,53,0.9137931034482759
stubborn love,1000100,91,86,0.945054945054945
Kpop,1000104,61,56,0.9180327868852459
Halloween,1000105,57,52,0.9122807017543859
Romanticas,1000111,52,47,0.9038461538461539
relax,1000113,55,50,0.9090909090909091
New Songs!,1000115,55,50,0.9090909090909091
its not a phase mom ,1000116,55,50,0.9090909090909091
Mom,1000122,84,79,0.9404761904761905
Summer Playlist,1000134,60,55,0.9166666666666666
yay,1000138,99,94,0.9494949494949495
✈️,1000141,93,88,0.946236559139785
gym,1000160,57,52,0.9122807017543859
Pool Party,1000162,53,48,0.9056603773584906
turn tf up,1000170,85,80,0.9411764705882353
Throw back,1000172,68,63,0.9264705882352942
throwback,1000189,93,88,0.946236559139785
Everyone,1000194,59,54,0.9152542372881356
oldies,1000198,69,64,0.927536231884058
aye,1000202,65,60,0.9230769230769231
Cardio ,1000214,66,61,0.9242424242424242
oldies,1000219,55,50,0.9090909090909091
violet,1000230,95,90,0.9473684210526315
Freestyle,1000236,53,48,0.9056603773584906
groovy,1000240,87,82,0.9425287356321839
NO LYRICS!,1000244,62,57,0.9193548387096774
random,1000248,58,53,0.9137931034482759
Middle School Dance,1000249,73,68,0.9315068493150684
camping,1000251,56,51,0.9107142857142857
SUMMAAA,1000253,65,60,0.9230769230769231
WorkOut,1000262,51,46,0.9019607843137255
edgy,1000280,56,51,0.9107142857142857
Sleep,1000292,83,78,0.9397590361445783
Always Good,1000304,89,84,0.9438202247191011
you know it ;) ,1000305,63,58,0.9206349206349206
chillin,1000307,74,69,0.9324324324324325
Lift ,1000309,68,63,0.9264705882352942
 Cowboy,1000313,94,89,0.9468085106382979
Alive,1000314,72,67,0.9305555555555556
yeah,1000320,55,50,0.9090909090909091
the feels,1000328,91,86,0.945054945054945
road trip playlist,1000335,51,46,0.9019607843137255
rock,1000342,55,50,0.9090909090909091
Party Playlist,1000343,88,83,0.9431818181818182
my songs,1000350,65,60,0.9230769230769231
P*A*R*T*Y*,1000361,68,63,0.9264705882352942
Party Music,1000385,99,94,0.9494949494949495
spanish,1000386,58,53,0.9137931034482759
EIGHTIES,1000388,85,80,0.9411764705882353
young money,1000389,85,80,0.9411764705882353
spring17,1000394,51,46,0.9019607843137255
beach,1000407,75,70,0.9333333333333333
dB^),1000410,64,59,0.921875
Christmas🎄,1000419,56,51,0.9107142857142857
Skating,1000422,53,48,0.9056603773584906
Grad Party,1000430,72,67,0.9305555555555556
rock,1000433,74,69,0.9324324324324325
Ohana ,1000440,70,65,0.9285714285714286
💗💗💗,1000444,53,48,0.9056603773584906
2014,1000450,54,49,0.9074074074074074
oh yeah,1000451,93,88,0.946236559139785
morning tunes,1000453,73,68,0.9315068493150684
Adventure Of A Lifetime,1000461,82,77,0.9390243902439024
Ema,1000464,54,49,0.9074074074074074
RL,1000472,66,61,0.9242424242424242
chill��,1000478,52,47,0.9038461538461539
Summer 2k17,1000480,55,50,0.9090909090909091
Dancehall,1000484,57,52,0.9122807017543859
Movies,1000485,92,87,0.9456521739130435
work out,1000486,68,63,0.9264705882352942
My songs,1000487,53,48,0.9056603773584906
depp,1000489,96,91,0.9479166666666666
Chill out,1000494,56,51,0.9107142857142857
tgif,1000495,53,48,0.9056603773584906
rock,1000500,59,54,0.9152542372881356
Cool music,1000501,66,61,0.9242424242424242
Nashville,1000514,79,74,0.9367088607594937
Sunday,1000517,75,70,0.9333333333333333
Old School,1000521,85,80,0.9411764705882353
blast,1000538,64,59,0.921875
Popular,1000561,52,47,0.9038461538461539
UNDERRATED,1000564,52,47,0.9038461538461539
90s,1000576,61,56,0.9180327868852459
Christmas,1000577,65,60,0.9230769230769231
tranquility,1000578,58,53,0.9137931034482759
jams,1000580,76,71,0.9342105263157895
español,1000581,91,86,0.945054945054945
Rap Music,1000586,100,95,0.95
seattle,1000592,76,71,0.9342105263157895
80s,1000597,80,75,0.9375
Alyssa :),1000600,52,47,0.9038461538461539
Happy,1000602,61,56,0.9180327868852459
Beachy,1000606,77,72,0.935064935064935
GOLDIES,1000620,62,57,0.9193548387096774
Rap,1000625,86,81,0.9418604651162791
Workout,1000631,53,48,0.9056603773584906
fresh,1000635,53,48,0.9056603773584906
Summer '16,1000639,100,95,0.95
SHOWER,1000640,84,79,0.9404761904761905
EPIC!!!,1000642,53,48,0.9056603773584906
wedding,1000653,89,84,0.9438202247191011
Throwback,1000655,82,77,0.9390243902439024
BLACKOUT,1000660,67,62,0.9253731343283582
seattle,1000663,78,73,0.9358974358974359
yee haw,1000671,88,83,0.9431818181818182
milk,1000673,51,46,0.9019607843137255
JAM,1000678,58,53,0.9137931034482759
Line dances,1000680,52,47,0.9038461538461539
in my bag,1000686,72,67,0.9305555555555556
<3,1000688,62,57,0.9193548387096774
Throwback Rock,1000702,83,78,0.9397590361445783
summer,1000712,96,91,0.9479166666666666
groovy baby,1000723,97,92,0.9484536082474226
Mood,1000725,82,77,0.9390243902439024
Hip-Hop,1000733,74,69,0.9324324324324325
Rainy Daze,1000740,62,57,0.9193548387096774
low,1000743,63,58,0.9206349206349206
English,1000748,85,80,0.9411764705882353
Game Day,1000750,73,68,0.9315068493150684
Wedding ,1000751,87,82,0.9425287356321839
Mix,1000756,87,82,0.9425287356321839
Mushy,1000757,80,75,0.9375
workout,1000765,54,49,0.9074074074074074
Oldies!!,1000780,53,48,0.9056603773584906
running,1000787,59,54,0.9152542372881356
Old School Love,1000788,76,71,0.9342105263157895
spring,1000789,61,56,0.9180327868852459
party,1000791,66,61,0.9242424242424242
viejitas,1000793,68,63,0.9264705882352942
sing along ,1000795,57,52,0.9122807017543859
Worship,1000800,99,94,0.9494949494949495
Rap,1000801,54,49,0.9074074074074074
Rock,1000802,67,62,0.9253731343283582
Hip Hop,1000803,69,64,0.927536231884058
throwback,1000816,63,58,0.9206349206349206
BAM,1000823,53,48,0.9056603773584906
Wanderlust!,1000827,58,53,0.9137931034482759
CC17,1000830,81,76,0.9382716049382716
HALF MARATHON,1000843,62,57,0.9193548387096774
Wedding Playlist ,1000844,94,89,0.9468085106382979
savannah,1000846,92,87,0.9456521739130435
90s-2000s,1000857,80,75,0.9375
Gym,1000859,71,66,0.9295774647887324
Jams,1000862,83,78,0.9397590361445783
Good Music,1000863,71,66,0.9295774647887324
boolin,1000864,74,69,0.9324324324324325
lit,1000877,91,86,0.945054945054945
lit,1000884,72,67,0.9305555555555556
Christmas🎄,1000886,59,54,0.9152542372881356
throwback ,1000889,67,62,0.9253731343283582
4th of July,1000900,93,88,0.946236559139785
Birthday,1000911,57,52,0.9122807017543859
Classics,1000916,91,86,0.945054945054945
Country <3,1000921,76,71,0.9342105263157895
Update,1000922,67,62,0.9253731343283582
RASTAFARI,1000923,99,94,0.9494949494949495
stuffs,1000936,68,63,0.9264705882352942
HipHop,1000938,62,57,0.9193548387096774
2016,1000941,66,61,0.9242424242424242
Music,1000950,96,91,0.9479166666666666
Favorite songs,1000983,97,92,0.9484536082474226
clasicos,1000995,96,91,0.9479166666666666
Sigh...,1000997,100,95,0.95
dirt road,1000999,76,71,0.9342105263157895
Favorite,1001010,76,71,0.9342105263157895
idk,1001020,66,61,0.9242424242424242
Aye ,1001021,80,75,0.9375
Classics,1001024,57,52,0.9122807017543859
Feels,1001036,59,54,0.9152542372881356
workout mix,1001038,74,69,0.9324324324324325
❄️,1001039,72,67,0.9305555555555556
2015 Top Tracks,1001043,100,95,0.95
slow and steady,1001046,99,94,0.9494949494949495
Chillin,1001047,65,60,0.9230769230769231
Chill beats ,1001049,65,60,0.9230769230769231
Favorite,1001050,78,73,0.9358974358974359
Best MIX,1001055,60,55,0.9166666666666666
Love songs,1001064,65,60,0.9230769230769231
Windows Down,1001065,56,51,0.9107142857142857
Hurt,1001067,66,61,0.9242424242424242
Fire,1001068,69,64,0.927536231884058
jesus tunes,1001070,65,60,0.9230769230769231
Rap,1001072,51,46,0.9019607843137255
Lindsey Stirling,1001093,54,49,0.9074074074074074
Groovin,1001105,73,68,0.9315068493150684
camp playlist,1001106,61,56,0.9180327868852459
June 15,1001116,76,71,0.9342105263157895
Mmmm,1001120,67,62,0.9253731343283582
Music,1001125,75,70,0.9333333333333333
Oldies But Goodies,1001128,52,47,0.9038461538461539
Good Stuff,1001131,57,52,0.9122807017543859
TBT,1001132,61,56,0.9180327868852459
Chill Pop,1001140,91,86,0.945054945054945
road tunes,1001152,97,92,0.9484536082474226
Abc,1001157,77,72,0.935064935064935
summer2k17,1001163,93,88,0.946236559139785
Sleepyhead,1001171,71,66,0.9295774647887324
sometimes,1001182,69,64,0.927536231884058
FM,1001184,88,83,0.9431818181818182
driving playlist,1001187,64,59,0.921875
Simmer Down,1001189,83,78,0.9397590361445783
Driving,1001202,89,84,0.9438202247191011
Slide,1001215,68,63,0.9264705882352942
river ,1001216,70,65,0.9285714285714286
Connor,1001220,86,81,0.9418604651162791
Lizzie,1001222,91,86,0.945054945054945
grooves,1001237,78,73,0.9358974358974359
obx,1001243,76,71,0.9342105263157895
class,1001244,83,78,0.9397590361445783
Random.,1001254,68,63,0.9264705882352942
Cleaning,1001255,65,60,0.9230769230769231
OG playlist,1001258,93,88,0.946236559139785
my country,1001261,85,80,0.9411764705882353
Country jams,1001262,94,89,0.9468085106382979
70s,1001265,51,46,0.9019607843137255
Coffee Shop,1001270,78,73,0.9358974358974359
bliss,1001282,62,57,0.9193548387096774
classical,1001289,56,51,0.9107142857142857
old,1001292,58,53,0.9137931034482759
Chill Music,1001294,74,69,0.9324324324324325
Haus,1001297,73,68,0.9315068493150684
Memories...,1001301,71,66,0.9295774647887324
La Fiesta,1001302,63,58,0.9206349206349206
Rap,1001306,80,75,0.9375
Musicals,1001307,89,84,0.9438202247191011
never gets old,1001314,52,47,0.9038461538461539
femme ,1001321,98,93,0.9489795918367347
🔥🔥🔥,1001326,67,62,0.9253731343283582
Christmas Jazz,1001328,63,58,0.9206349206349206
kenzie ,1001331,87,82,0.9425287356321839
TBT,1001334,65,60,0.9230769230769231
Favorite Songs,1001341,63,58,0.9206349206349206
Jammin,1001344,60,55,0.9166666666666666
New likes,1001346,53,48,0.9056603773584906
Main,1001354,70,65,0.9285714285714286
Rap,1001363,95,90,0.9473684210526315
Party,1001366,78,73,0.9358974358974359
Cam,1001383,65,60,0.9230769230769231
Throwback!!,1001384,51,46,0.9019607843137255
beth,1001387,92,87,0.9456521739130435
Party jams,1001388,76,71,0.9342105263157895
driving 2,1001397,79,74,0.9367088607594937
summer☀️,1001398,85,80,0.9411764705882353
wedding Dinner,1001401,64,59,0.921875
Dance,1001404,51,46,0.9019607843137255
David,1001412,63,58,0.9206349206349206
Classics,1001413,78,73,0.9358974358974359
good jams,1001418,65,60,0.9230769230769231
lolla 2015,1001424,71,66,0.9295774647887324
yes,1001431,97,92,0.9484536082474226
Regueton,1001448,64,59,0.921875
Throwback,1001449,75,70,0.9333333333333333
rap🔥,1001452,88,83,0.9431818181818182
Throwbacks,1001454,59,54,0.9152542372881356
running,1001466,53,48,0.9056603773584906
Bach party,1001469,91,86,0.945054945054945
Techno,1001486,63,58,0.9206349206349206
Bangerz Only,1001490,76,71,0.9342105263157895
bumpin,1001495,51,46,0.9019607843137255
Oldies,1001496,54,49,0.9074074074074074
workout,1001497,74,69,0.9324324324324325
Fiesta,1001503,82,77,0.9390243902439024
idk,1001512,58,53,0.9137931034482759
Stephanie,1001521,84,79,0.9404761904761905
🔥🔥🔥,1001524,94,89,0.9468085106382979
shooting stars,1001530,100,95,0.95
My Music,1001533,87,82,0.9425287356321839
ISsuEs,1001542,62,57,0.9193548387096774
wedding,1001543,52,47,0.9038461538461539
Calm,1001547,62,57,0.9193548387096774
random,1001548,54,49,0.9074074074074074
elevator music,1001550,88,83,0.9431818181818182
right now,1001556,54,49,0.9074074074074074
Broadway,1001558,95,90,0.9473684210526315
A1,1001562,72,67,0.9305555555555556
Singing Songs :),1001571,70,65,0.9285714285714286
Work Out ,1001579,65,60,0.9230769230769231
Bones,1001586,68,63,0.9264705882352942
Party,1001587,53,48,0.9056603773584906
legendary,1001589,62,57,0.9193548387096774
boat,1001593,76,71,0.9342105263157895
October '17,1001603,70,65,0.9285714285714286
Country 2,1001604,72,67,0.9305555555555556
CtFO,1001607,64,59,0.921875
cp,1001608,55,50,0.9090909090909091
feel good music,1001611,84,79,0.9404761904761905
soccer ,1001612,64,59,0.921875
drawing music,1001613,56,51,0.9107142857142857
flame,1001618,54,49,0.9074074074074074
CHILDHOOD ,1001624,75,70,0.9333333333333333
Wedding ,1001625,89,84,0.9438202247191011
Christmas,1001638,85,80,0.9411764705882353
GOTT,1001639,66,61,0.9242424242424242
Reggae,1001647,63,58,0.9206349206349206
disney :),1001650,95,90,0.9473684210526315
2000s,1001653,98,93,0.9489795918367347
low key,1001656,51,46,0.9019607843137255
Beats,1001682,69,64,0.927536231884058
tb,1001692,51,46,0.9019607843137255
running,1001697,83,78,0.9397590361445783
music,1001698,55,50,0.9090909090909091
2k17,1001703,67,62,0.9253731343283582
Stuffs,1001709,52,47,0.9038461538461539
Workout Music,1001722,62,57,0.9193548387096774
workout,1001723,64,59,0.921875
gym,1001726,75,70,0.9333333333333333
worship,1001728,83,78,0.9397590361445783
Indie,1001735,80,75,0.9375
Rainy Day,1001738,81,76,0.9382716049382716
good times,1001745,57,52,0.9122807017543859
Shower ,1001747,51,46,0.9019607843137255
Pa' Bailar,1001751,77,72,0.935064935064935
00's,1001753,75,70,0.9333333333333333
Coffee shop,1001755,56,51,0.9107142857142857
party music,1001757,85,80,0.9411764705882353
Owl City,1001768,55,50,0.9090909090909091
EDM,1001777,93,88,0.946236559139785
water,1001781,69,64,0.927536231884058
Lakehouse,1001782,98,93,0.9489795918367347
summer country,1001783,80,75,0.9375
Love,1001789,60,55,0.9166666666666666
Summer Chill,1001790,66,61,0.9242424242424242
lit,1001808,96,91,0.9479166666666666
Gospel,1001813,84,79,0.9404761904761905
80s,1001823,95,90,0.9473684210526315
elevated ,1001828,78,73,0.9358974358974359
Country Rap,1001830,54,49,0.9074074074074074
Diamonds,1001833,62,57,0.9193548387096774
Electrochill,1001845,52,47,0.9038461538461539
Focus,1001847,64,59,0.921875
1/2 $,1001849,73,68,0.9315068493150684
Hip Hop,1001852,67,62,0.9253731343283582
NeoSoul,1001855,92,87,0.9456521739130435
Cruisin',1001862,70,65,0.9285714285714286
90s alt. ,1001865,57,52,0.9122807017543859
Pop,1001869,90,85,0.9444444444444444
TBT,1001873,65,60,0.9230769230769231
Running,1001874,61,56,0.9180327868852459
Road Trip,1001877,55,50,0.9090909090909091
SUMMER 2K17,1001879,70,65,0.9285714285714286
chill out,1001886,76,71,0.9342105263157895
La Playa ,1001890,70,65,0.9285714285714286
Pump It!,1001891,96,91,0.9479166666666666
Goodies,1001894,81,76,0.9382716049382716
Fall,1001897,72,67,0.9305555555555556
Rock,1001901,69,64,0.927536231884058
Dance,1001909,65,60,0.9230769230769231
Kaleidoscope,1001913,92,87,0.9456521739130435
jammin,1001921,66,61,0.9242424242424242
Ma,1001923,63,58,0.9206349206349206
Prime country,1001926,60,55,0.9166666666666666
The Chillest,1001927,88,83,0.9431818181818182
today,1001933,58,53,0.9137931034482759
rocknroll,1001940,76,71,0.9342105263157895
PARTYYYY,1001955,87,82,0.9425287356321839
2014 summer,1001971,74,69,0.9324324324324325
country tunes ,1001972,79,74,0.9367088607594937
50 Shades,1001973,73,68,0.9315068493150684
EDM,1001974,87,82,0.9425287356321839
Beach Day,1001993,61,56,0.9180327868852459
Old School Hip Hop,1002000,85,80,0.9411764705882353
Pop/Chill,1002003,68,63,0.9264705882352942
Country Hits,1002005,76,71,0.9342105263157895
Randomness,1002011,93,88,0.946236559139785
Gym Time,1002013,55,50,0.9090909090909091
OLDIES,1002014,67,62,0.9253731343283582
car,1002018,95,90,0.9473684210526315
Work Out Playlist,1002021,52,47,0.9038461538461539
happy,1002024,55,50,0.9090909090909091
Classic rock,1002029,62,57,0.9193548387096774
Old School Bangers,1002034,57,52,0.9122807017543859
90s,1002035,70,65,0.9285714285714286
classics,1002037,52,47,0.9038461538461539
Oldies,1002043,72,67,0.9305555555555556
summa 16,1002049,87,82,0.9425287356321839
Slow jamz,1002050,58,53,0.9137931034482759
feel good ,1002055,52,47,0.9038461538461539
Playlist,1002062,60,55,0.9166666666666666
Everything,1002063,90,85,0.9444444444444444
good mood,1002070,76,71,0.9342105263157895
Classic rock,1002073,77,72,0.935064935064935
feel,1002077,63,58,0.9206349206349206
Nostalgia,1002079,64,59,0.921875
HALLOWEEN 2K17,1002088,81,76,0.9382716049382716
fall,1002093,75,70,0.9333333333333333
Jamz,1002094,53,48,0.9056603773584906
my music,1002107,92,87,0.9456521739130435
alternative,1002109,68,63,0.9264705882352942
New,1002110,89,84,0.9438202247191011
older music,1002112,54,49,0.9074074074074074
Workout,1002116,52,47,0.9038461538461539
soft songs,1002120,56,51,0.9107142857142857
dad playlist,1002122,89,84,0.9438202247191011
Oldies,1002133,71,66,0.9295774647887324
car music,1002141,89,84,0.9438202247191011
throwbacks,1002150,90,85,0.9444444444444444
throwback jams,1002155,66,61,0.9242424242424242
megan,1002165,75,70,0.9333333333333333
Country Girl ,1002169,92,87,0.9456521739130435
Trap,1002173,65,60,0.9230769230769231
Guilty Pleasures,1002175,94,89,0.9468085106382979
CHILLLLL,1002190,83,78,0.9397590361445783
Love,1002195,53,48,0.9056603773584906
kdrama,1002196,74,69,0.9324324324324325
littt,1002200,53,48,0.9056603773584906
Workout,1002203,71,66,0.9295774647887324
Workout,1002208,73,68,0.9315068493150684
Summer 2016,1002213,83,78,0.9397590361445783
Rotation,1002215,61,56,0.9180327868852459
dreaming,1002223,80,75,0.9375
Dance pop,1002227,99,94,0.9494949494949495
work,1002240,58,53,0.9137931034482759
E.D.M. ,1002243,93,88,0.946236559139785
AL,1002245,85,80,0.9411764705882353
Road Trip,1002251,81,76,0.9382716049382716
Mom Music,1002257,58,53,0.9137931034482759
Feeling,1002260,55,50,0.9090909090909091
Five Finger Death Punch,1002261,51,46,0.9019607843137255
2013,1002262,61,56,0.9180327868852459
old mix ,1002268,99,94,0.9494949494949495
Cool songs,1002278,60,55,0.9166666666666666
reggae,1002287,72,67,0.9305555555555556
Velvet,1002288,88,83,0.9431818181818182
issa vibe,1002290,62,57,0.9193548387096774
My songs,1002293,86,81,0.9418604651162791
best,1002295,58,53,0.9137931034482759
Rap,1002298,90,85,0.9444444444444444
Summer 2017,1002309,54,49,0.9074074074074074
vibin,1002316,69,64,0.927536231884058
Middle School Jams,1002319,56,51,0.9107142857142857
musicals,1002323,74,69,0.9324324324324325
